Designator,Mid X,Mid Y,Layer,Rotation
C1,13.39, 5.78,Top,0.0
R1, 9.92, 5.78,Top,0.0
R2, 6.41, 5.78,Top,180.0
SHT3X, 7.94, 9.26,Top,0.0
